#C should work with SS version:
#C file created using an r4ss function
#C file write time: 2024-10-24  12:06:44
#
1975 #_styr
2024 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
2 #_Nsexes
25 #_Nages
1 #_N_areas
2 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	1	0	Fishery	#_1
3	 1	1	1	0	Survey 	#_2
#_Catch data
#_year	season	fleet	catch	catch_se
 1975	1	1	 2492	0.01	#_1         
 1976	1	1	 3620	0.01	#_2         
 1977	1	1	 2589	0.01	#_3         
 1978	1	1	10420	0.01	#_4         
 1979	1	1	13672	0.01	#_5         
 1980	1	1	 6908	0.01	#_6         
 1981	1	1	 8653	0.01	#_7         
 1982	1	1	 6811	0.01	#_8         
 1983	1	1	10766	0.01	#_9         
 1984	1	1	18982	0.01	#_10        
 1985	1	1	24888	0.01	#_11        
 1986	1	1	46519	0.01	#_12        
 1987	1	1	18567	0.01	#_13        
 1988	1	1	61638	0.01	#_14        
 1989	1	1	14134	0.01	#_15        
 1990	1	1	10926	0.01	#_16        
 1991	1	1	15003	0.01	#_17        
 1992	1	1	18074	0.01	#_18        
 1993	1	1	13846	0.01	#_19        
 1994	1	1	10822	0.01	#_20        
 1995	1	1	19172	0.01	#_21        
 1996	1	1	16096	0.01	#_22        
 1997	1	1	21236	0.01	#_23        
 1998	1	1	14296	0.01	#_24        
 1999	1	1	13997	0.01	#_25        
 2000	1	1	14497	0.01	#_26        
 2001	1	1	 8685	0.01	#_27        
 2002	1	1	12177	0.01	#_28        
 2003	1	1	 9857	0.01	#_29        
 2004	1	1	 7888	0.01	#_30        
 2005	1	1	11194	0.01	#_31        
 2006	1	1	17318	0.01	#_32        
 2007	1	1	19522	0.01	#_33        
 2008	1	1	17377	0.01	#_34        
 2009	1	1	13944	0.01	#_35        
 2010	1	1	16164	0.01	#_36        
 2011	1	1	23655	0.01	#_37        
 2012	1	1	16612	0.01	#_38        
 2013	1	1	23522	0.01	#_39        
 2014	1	1	19447	0.01	#_40        
 2015	1	1	14614	0.01	#_41        
 2016	1	1	13384	0.01	#_42        
 2017	1	1	16491	0.01	#_43        
 2018	1	1	23340	0.01	#_44        
 2019	1	1	16251	0.01	#_45        
